type,element_id,text,metadata.filename,metadata.filetype,metadata.languages,metadata.page_number
ListItem,63d846d9fdc3937477c336593c9e6b80,"3. What are the expectations regarding my GT email account? The Institute, as well as the department, will use your Georgia Tech email address as your official contact.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",10
NarrativeText,6fe36b30f85fed16213fa8ebb728d8e6,"You are required to keep it active, and you are expected to read your email DAILY as per the Institute’s policy. This is true even if you are not enrolled that particular semester.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",10
NarrativeText,99b0575e2c698d5a0ed1e0ab677c3f80,"***Also, even if you have arranged for your GT email to be forwarded to your personal account, we encourage you to check your GT email account directly and often, as we have heard from students on multiple occasions that their forwarding service did not always work properly. No exceptions will be made simply because you missed an email that was sent by our department and/or the Institute. ***",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",10
NarrativeText,8e068e3bb579f3b0967aa96a944681f6,"Please pay special attention to any messages sent from omscs-official@cc.aatech.edu, 35 important announcements typically are sent from this account. Since this account is the official mailing list for all OMSCS students, please 00 NOT reply 아 send messages to this account, 35 this could result in all OMSCS students receiving your message. All OMSCS students are required 10 66 subscribed to this email list, and only Georgia Tech email accounts can be added.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",10
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",10
NarrativeText,71c06cfeb676362afbe1ed016d0c1585,"While it is not required, we also encourage students 10 subscribe to the omscs-announce@cc.qatech.edu account for non-academic events and announcements. You may do this by visiting this webpage.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,51c08578d7a67829556a7e5ba5af39f6,"Finally, students will be added automatically to the OMSCS Student Center in Canvas, and they will receive the",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
Title,af220c5e756553aa55df7c7144976d67,OMSCS Weekly Digest (omscs,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
EmailAddress,e893ea1131344d2a3d65ae3c5e1c91c1,digest@lists.qatech.edu).,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,94e5dca5e5f88ce96d6733759862bb89,How can | access my GT email account? Please visit this website for information on how 10 access your GT email account. We recommend bookmarking https://mail.gatech.edu so that you can access your GT email account quickly.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,e562c7354c1792597e9330a9b03291d4,For what purpose will | use my GT email account?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,95f4f912678ad5e24da3789ed933928b,"Please contact all Georgia Tech offices and employees (including OMSCS Advising and your instructors) from your Georgia Tech email account ending in @gatech.edu. Please do not communicate using your personal email account. If you do, you will be asked to resubmit your request from your GT email account. This is necessary as a security step, as we cannot verify the legitimacy of personal email accounts. In that same regard, OMSCS Advising will only communicate with you through your GT email account.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,367a07fce27109c51c00cf5755689243,"Also, please keep in mind that registration information, including wait list notifications, will be sent to your GT email account. As stated previously, even if you have arranged for your GT email to be forwarded to your personal account, we encourage you to check your GT email account directly, as we have heard from students on multiple occasions that their forwarding service did not always work properly. No exceptions will be made simply because you missed an email that was sent by our department and/or the Institute, including wait list notifications.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,c40ff3717c9ab3020ae53946c005843e,When will newly-admitted students be added to the official OMSCS mailing list?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,27a57a904b5ec4bf4a7561882034ab5a,"For newly-admitted OMSCS students, OMSCS Advising will send important information to 6 email account you listed on your application until you are added to the official OMSCS mailing list (omscs-official@cc.gatech.edu). This typically will not take place until after Phase Il registration has ended. Please note that you may receive messages twice 35 we 316 updating the omscs-official@cc.gatech.edu mailing list. Your patience with this process is greatly appreciated.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,5a1b082ce459757b177ccdce4efb18d6,"Who do | contact if | have questions about or issues with my GT email account and/or OSCAR, including my account being deactivated, if | get locked out of my account, or if | want to set up email forwarding? Please contact the Office of Information Technology (OIT) for assistance with accessing your GT accounts.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,1222c00f35e8c582345406026e60e935,"Do | need to set up Two-Factor Authentication/Duo? Two-factor authentication is required for all GT students. Please follow the directions online to set up Duo. Failing to set up Duo will result in being locked out of your account. For assistance, please contact OIT.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
Title,53b4c6fc4efdabb875317adc37888f50,Institute Services & Course,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
Title,e8af54760c8a92eb1470f5e6257d3fb1,Related Resources,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,5df9d07a5f11269a80a07ac4f130ca63,"I have a documented disability. How do | find out what resources are available to me? Please contact the Office 아 Disability Services, which is a division 아 the Dean 이 Students office. The website is: http://disabilityservices.gatech.edu.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,a1a95f30d33d5fb6167e167885a499e1,Am | eligible to obtain a BuzzCard (student ID) if | am an OMSCS student?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,52ad834ca2c20b00374056c40ce5778d,"Yes, this is possible for online students. Please visit this webpage for more information regarding this process. Students also can obtain their BuzzCard in person from the Barnes and Noble bookstore located on Georgia Tech's campus. For more information, please visit the BuzzCard Center’s website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,ff98fcbe77ee41dbc5c6ab40a398397e,"What is my nine-digit GT ID number (90X-XX-XXXX) used for, and where can | find it?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,2e35653b552c2bca48a0c978f3c00edf,"This nine-digit number was included in your admission letter. You also can visit this webpage for assistance. You will need to include this nine-digit number every time you contact our office so that we can access your student record, but please be sure to replace the first two digits with “xx” for security purposes. Your GT ID number should generally only be shared with your advisors and instructors, as well as other relevant Georgia Tech offices (such as the Registrar’s Office, the Office of Graduate Education, etc.). Otherwise, it is meant to be private.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",11
UncategorizedText,e3b7e7a038be142c2a042fc1f7374d00,10.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,002b6f591a021323f37ed5c63842bc4d,"What if | have a personal or family emergency and need an extension on an assignment or exam, or | need to withdraw from a class or from school after the deadline due to an extenuating circumstance?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,fd6aca3fe90a61bc6fcd0ce64d352ddf,"The worst thing you can do is not tell anyone! Your first point of contact should be your TA and/or professor if something has come up with work, family, etc. If your TA and/or professor would like you to go through the Dean of Students office, their website is: https:/studentlife.gatech.edu/.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,7e291d12e41f1f3114343f2b5008bf37,What mental health resources are available to me as an online graduate student at Georgia Tech?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,9c72fff8ee1fbf19d6a079189106939d,"Your mental health is important, and we want all OMSCS students to access local resources wherever they live, 35 well 35 utilize the online information available to the full GT community. The Georgia Tech Dean 이 Students Office can assist with academic and other concerns. A source for excellent online mental health and well-being information can 66 found at https://gtwellnesshub.com/.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,70ef0116348968d15f800a3b09a8f96e,"Additionally, please note the following resources:",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
Title,ec762201109a36ee8fa60b330f632e3b,JED Foundation,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
Title,70dee28840889853a15f700754f77d9d,Trevor Lifeline (supports LGBTQIA youth): 866-488-7386,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
Title,77642e53ea78f863dc63c384c20ab38a,Crisis Chat Line (a 24/7 text-based crisis service),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
Title,12b5c03ea475eb2af580cb9f536a875b,National Suicide Prevention Lifeline: 988,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,869096e7b38e1884e8230c31669be580,"Online GT students can access a mood-monitoring app called WellTrack on the Center for Mental Health Care & Resource’s homepage. Additional self-help resources, including apps and podcasts, are listed online as well. Please note that students must have a valid @gatech.edu email address.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,c587ed2e84f46be4c2d8694fcaf054aa,"I am interested in becoming a TA. 15 this possible? Each semester, an email is sent to the omscs-official@cc.gatech.edu account notifying students 아 how to apply to become a TA for a future semester. Please be sure to monitor your email for this information.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,2efb260d2cbdc443457ac9e94bd84337,What if | have an issue with/complaint about an assignment/exam or my instructor/TA?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,a473888e944fd4ed679b21123b5f9ba6,"Unfortunately, OMSCS Advising cannot get involved 10 the classroom management of OMSCS courses. If you need to request an extension due to health, family, or other unforeseen issues, please consult your class’ syllabus for directions and/or contact the Dean of Students office using the Request Assistance form, available on their website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,b1c46eb1977ca02aed8b0c3be5ea970c,"If you have a dispute with your grade, you should first contact your instructor. As per the academic catalog, any final grade dispute must be resolved by the end of your next enrolled term. Any student with a grade dispute that cannot be resolved after contacting the instructor should open 8 ticket at oms-advisina@cc.aatech.edu with the subject line ""Grade Dispute — Your Name"". Please 5600 this message from your GT email account and attach any correspondence with the instructor that you have had regarding the issue when you open that ticket.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,b8eea6d8713110f828f56e57b4f0464e,"If you would like to share feedback about a class that is not specifically related to your grade, please contact the Associate Director for Student Experience, Alex Duncan (alex.duncan@gatech.edu).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,bcd09654a3e0a75a49f6dcec39297b8c,What if | have an issue with/complaint against a fellow student in the program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,d3032c82bb9a0fef8950d0dc0df5d813,"Student behavior while enrolled in the OMSCS program is governed by the Georgia Tech Student Code 이 Conduct. This policy applies to all official interaction on program platforms and also 10 a certain extent where students interact with each other in program-oriented communities that are not officially administered by the Institute. If you believe a violation of the Student Code 아 Conduct has occurred, you may seek assistance from the Dean of Students office by clicking “Request Assistance” on their website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,7a1e6c2d5d04043bdc1e1ec41cb30dd4,What are the technical requirements for the OMSCS program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,9bf6edbab3bfc80afb7ac3292f10edce,"Please visit this webpage to learn more about the minimum technical requirements for the OMSCS program. Please note that individual courses may have additional requirements, but the ones listed on the webpage are common across all OMSCS courses. Also, please note that courses with proctored exams may require you to use Google Chrome to take the exam.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,73e592265cdb13af1384949c1cd91466,Will my accounts be disabled if | travel to a different country while enrolled in OMSCS courses?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,eb8333da77f8cef5bba0a5d3fbaa87b1,"We are not sure if there is a way 10 prevent this from happening, but we strongly recommend that you contact 6 Technology Services Organization (TSO) for assistance if you encounter this. You also may need to contact the Office of Information Technology (OIT).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",12
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
UncategorizedText,25602777cecc667d222cfeb509c62be1,12.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
UncategorizedText,352e15aaca7dcf8dec5093dacd9256df,13.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
UncategorizedText,45d873d4bfdc6bbe6925297328210da8,14.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
UncategorizedText,205812a9ce3f23bf985028f7b93ba7f8,15.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,da1f86309ca7c076c18dee493bb6261a,"How can | determine if there is a system outage, 35 well 35 stay informed 아 scheduled downtime for network maintenance?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,ca7edb11b3624d41e605e80a1fb49863,"Please visit https://support.cc.qgatech.edu/alerts 10 stay up-to-date about system outages and scheduled maintenance that occurs within the College of Computing. This webpage also links to other helpful resources available on OIT’s website, including https://status.qatech.edu/.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,07975d9ff7b23c2f79043e2eb1c66a0e,Are OMSCS students eligible to earn credit for internships?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,2bbd2c489dbb71fc12c6db008857e4de,"The Graduate Internship Program is often used by graduate students 35 8 means to maintain full-time student status while interning throughout the year. Since OMSCS students can only be enrolled as part-time students, there is no added benefit to enrolling in the Graduate Internship Program. OMSCS students are welcome to pursue internship experiences should their schedules allow for it.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,ecc7620d6a8fe46ec7f84cb9e5d884a3,What career resources are available to me as an OMSCS student?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,292592e6e0b6cb838e0d0a6d5c4d61cb,"OMSCS students can receive career support from multiple sources. First, OMSCS students have access to career services specifically for assistance with job searching, interviewing, networking, career planning, and professional development. Please visit https://omscs.gatech.edu/career to learn more. If you sign up for the omscs-announce mailing list, you will receive regular communications from the Office 아 Outreach, Enroliment, and Community (OEC) for the College of Computing, including opportunities to participate in professional development workshops and webinars.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,ce034185715fff7aa07e4ab8a3cdb370,"Also, please be sure to check out our job platform, Handshake (you will be required to log in using your GT credentials). Here, OMSCS students can see current industry job and internship opportunities, register and attend College of Computing events, network with students across the nation, and request appointments with a Career Advisor. Newly-matriculated students may not be able to access Handshake until a couple of weeks after the semester begins.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,e6a816cb0aab7bec6cef6ecb4c1f9d79,"Career coaching can be provided by reaching out to the Educational Outreach Manager, Troy Peace (tpeace@cc.gatech.edu). We also recommend that you contact your undergraduate and/or former graduate school for alumni services.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,a952fcceb19850b9da013d04b2f309de,"Finally, OMSCS students have access to_services for graduate students offered by the Career Center at Georgia Tech. The Career Center offers workshops on many of the topics listed above, a job board that lists internships and full-time jobs, and career fairs. The platform that is used within the Career Center is_CareerBuzz, where you can explore all of the services and events that are offered by the Career Center. All OMSCS students are granted access to the platform once they formally enroll in classes.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,59ec5bf54bde703404641ed6d5cb2174,Can OMSCS students participate in the on-campus and virtual Georgia Tech career fairs? OMSCS students are eligible 10 participate in the on-campus and virtual College 이 Computing career fairs and the Georgia Tech Career Center. Please note that BuzzCards are required for the on-campus career fairs.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,38aefa17361cae51ee9e7ba1aab12319,"How do I find out more information about the Vertically Integrated Projects (VIP) program? OMSCS students who are interested 10 participating in the Vertically Integrated Projects (VIP) program should contact that department directly. Their contact information can be found on their website. If you receive approval from their program to participate, please keep the following in mind: e 116 courses can only 06 counted toward your MSCS degree 35 “free” elective credit. You may not count these courses to fulfill any specialization requirements. e Since the course 1 which you would enroll has the “VIP” prefix, this will count toward the six-hour maximum of non-CS/CSE and/or 4000-level courses that MSCS students can apply toward their degree. e The credit you earn for the VIP program does not count as a foundational course for the OMSCS program. Therefore, you are still required to fulfill your foundational requirement by your designated deadline, if you have not done so already. e If you have any additional questions regarding the VIP program, please contact their office directly, 35 the OMSCS advisors are unable to provide specific information regarding that program or its requirements.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",13
UncategorizedText,3ec1d1e80d46e73bc4cdd8ffbefd4655,16.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
UncategorizedText,264c32868d21e30d036fbe28a167da2f,17.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
UncategorizedText,7b2d3fe053178a030323dd1e1a134124,18.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,75e031fb3009bb7e778e604978867ef8,Is the OMSCS program accredited?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,0ded8ad5f4eb6927a35cb7a41bf9029f,Georgia Tech’s undergraduate programs are ABET (Accreditation Board for Engineering and Technology) accredited. Georgia Tech’s graduate programs are regionally accredited by the Southern Association 이 Colleges and Schools Commission on Colleges (SACS).,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,620fbea7fabca18d0f9e3877ff5fc5d0,"How can | obtain an enroliment verification? Please visit this webpage for more information on how to request an enroliment verification, and please contact the Registrar’s Office directly with any questions.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,47c76a9942d4d7776bd59603ee3c6344,How do | get support for the various systems | will use 35 an OMSCS student?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,47ac4dd6825be107b0e8385fcb143de0,"During your coursework in the OMSCS program, you will interact with a number of different third-party vendors who supply specific functions. You may encounter issues that only the third-party support staff can resolve. 10 the event that you encounter technological issues with a third-party vendor, please pursue support using the channel lists below.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,b35719b39b569219bd2ee6f8f1e7a977,"Please note that any interaction you have with the support staff of a third-party vendor is considered part of your conduct as a Georgia Tech student and is thus subject to rules regarding Student Conduct. Any abusive language, misrepresentation of your identity, or other instances of misconduct may be referred to the Office of Student Integrity for investigation and possible sanctions.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
ListItem,191b5ce7c2247ae625badb4021df649f,"Canvas o For student support with Canvas, 109 into Canvas, then click the question mark icon at the bottom eft. Then, either call the Canvas Support Hotline or Chat with Canvas Support for students. o If you are unable to log into Canvas, contact canvas@gatech.edu.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
ListItem,b4d6f7ab9fd413f05be89d43b4860a2a,"Honorlock 으 If you have difficulty with Honorlock, open Honorlock in Canvas, then click the “Need help?” button in the top right or the chat icon in the bottom right to chat with Honorlock support.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
ListItem,9b9dfdb2270bf2ec8193a21a903ac84b,"Piazza 으 If you have difficulty with Piazza, visit support.piazza.com.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
ListItem,2dddcdd6b452ee8705db930153b5dad8,"Gradescope 으 If you have difficulty with Gradescope, 109 in, click “Account” in the bottom left, and click “Help”.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
Title,ca21733a36e303922f3991e75ad2ebd4,Deferring Admission,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,07f3bbe9577812d7060281ff98f546a9,"If I am not able to attend during the term | was admitted, what are my options?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,8d299fb84fbac47f9c6f48142f22d762,"It may be possible to defer your admission if you do not matriculate into the OMSCS program. Applications are good for one year from the term for which you applied originally. For example, if you originally applied for the Spring 2023 term, and you do not enroll in any classes/matriculate, it may 66 possible to request a deferral up to the 50009 2024 term. If you want to defer past Spring 2024, you would need to reapply to the OMSCS program.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,083755c024fd1892b595c275a5c79808,Please note that deferral requests can be processed only for the fall and spring semesters.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,4d7dc97cf0cef97bcb1fe2f786e37952,"In order to request to defer your admission, please send an email to oms-advising@cc.gatech.edu. In the subject line, please include the phrase “Deferral Request”, your full name, and your nine-digit GT ID number (90X-XX-XXXX), replacing the first two digits with “xx”. In your email, please include your original application term and the term to which you would like to defer your admission.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,5b80ff549d2d1e3331fb84237c5f4635,"으 If you would like to defer to the Fall 2023 semester, please send your deferral request after February 1, 2023 but before May 1, 2023.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,33734007b83cdf35eccf22aab5cf04f5,"으 If you would like to defer to the Spring 2024 semester, please send your deferral request after September 1, 2023 but before October 1, 2023.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,de244e7eded8107805425f5b2c3cd8ee,**It is best to submit your deferral request earlier rather than later during the designated time frame to,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,9b7bb764d8fb7ab79ca6a792c518cd46,allow enough time for processing both within the College of Computing and the Office of Graduate Education. *,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",14
NarrativeText,d273e6d6081e297b91d11ff73c601f7e,"For students who are required to complete an English proficiency exam, please note that those scores are only valid for two years from the date taken. For more information regarding English proficiency scores, please visit the Office of Graduate Education’s website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,50a24a75cdd16c70ef7050ddc5735d8c,"If I am planning to defer my admission, what do | need to do?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,b617abf4c083daf05ee679f8235ae6a3,"If you are planning to defer your admission, there is nothing you need to do except not register for courses that term. You simply will need to follow up with our office to request a deferral during the time frame noted above. As a reminder, it is best to submit your deferral request earlier rather than later during the designated time frame to allow enough time for processing both within the College of Computing and the Office of Graduate Education.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,e2788bf4a819e186448e890da4b846d0,"Please keep in mind that withdrawing from a course (which results 10 8 “W” on your transcript) means you are no longer eligible to defer your admission, as you are considered a matriculated student.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,81795d749986a683f094ae0c18deff3f,"Why do | need to submit my deferral request after registration has ended and the semester has started? Due to the number of admitted students the College of Computing and the Office of Graduate Education are supporting at the start 이 the semester during Phase 11 registration, deferral requests are not processed until after the registration period has ended and the semester has started. Additionally, there have been times when admitted students request for their admission to be deferred, and then their circumstances change, and they decide that they 00 want to enroll for their original admit term. Therefore, the College 이 Computing and the Office of Graduate Education do not start processing deferral requests until the time frames noted above.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,24a99ecb0c0d7c4749b4cf0747ba3a00,"| am scheduled to matriculate this semester, but | cannot enroll for the course | want because the course is full. Can | defer my admission to the next term so that | can enroll in the specific course | want?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,5be4a383d800532f16260be8429d233e,"If you are considering deferring your admission only because you cannot enroll in the specific course(s) you wish to take, we strongly do not recommend pursuing the deferral, as you will be in the same situation the next term since new students do not register until Phase II.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,8b594f568397721933cc948192fb47b8,"If | defer my admission, when does my one-year time frame start for my foundational requirement?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,7de6477510e4caf3ee270bbd3f7bf779,"If you do not matriculate, and you defer your admission to a future term, then your foundational requirement time frame would start with your new matriculation term. For example, if you were admitted for Spring 2023 but did not matriculate until Fall 2023, you would have 6 Fall 2023, Spring 2024, and Summer 2024 terms to fulfill the foundational requirement.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,1e6ef81b3ca764b31d0a260e417f4b7c,"However, please remember that if you matriculate into the program, your foundational requirement time frame would begin, even if you withdraw from a course that term (since a “W” counts as a record of enrollment). For example, if you matriculated into the program as of Spring 2023 and later withdrew, that term (Spring 2023) still would count toward your foundational requirement time frame.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,24d4c6fec7ee30ca8f35267bb87999e3,| deferred my admission (or | am planning to defer my admission) and received a message indicating that my accounts are being inactivated. Can they remain active even though | am not a currently-enrolled student since | plan to enroll in a future term?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,94f66d9a3baad56e90e26a094be6fddb,"If you are not enrolled and are not classified as 3 student who 16 eligible to enroll, your student-related services will 66 discontinued. It is our understanding that OIT will not extend these student-related services until you are eligible to enroll. For example, if you were admitted for Spring 2023 but deferred your admission to Fall 2023, you would not have access to your accounts during the Spring 2023 semester but would regain access as the Fall 2023 semester approached.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,230891ce43684b4f8878feb84ec2b482,"| submitted a deferral request, but now | am being informed that | will be losing access 10 my GT accounts, including email. How will you communicate with me?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,d6fbe86f507056b12f1d1cb0086ed851,"As noted previously, if you are not enrolled and are not classified as a student who is eligible to enroll, your student-related services will be discontinued. Therefore, we will communicate with you using the personal email account you listed on your application. Additionally, you may submit your deferral request from this personal email account — your request does not need to be submitted from your GT email account.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,1ea3a2514c7d91c818379df84dea9baa,Why am | still receiving registration-related emails if | am deferring my admission?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,415f457bdc1999f7b227f793235142c1,"Since deferral requests are not processed until after the semester starts, you most likely will continue to receive registration-related emails 35 an admitted student for the term. If you wish to 66 removed from that semester’s new-student mailing list, please send a message to oms-advising@cc.qgatech.edu. Please include your full name and your nine-digit GT ID number (90X-XX-XXXX), replacing the first two digits with “xx”.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",15
